Backbone Accessibility h=2	Merged Accessibility h=2	Backbone Accessibility h=3	Merged Accessibility h=3
0.341722	0.126734	0.272269	0.0975686
0.831479	0.626054	0.25948	0.0406724
0.446594	0.311834	0.503865	0.0637606
0.181812	0.0744697	0.327827	0.0777849
0.586651	0.357378	0.27433	0.0533579
0.879931	0.18878	0.343506	0.0574146
0.693943	0.175572	0.375719	0.0751433
0.42293	0.0668551	0.311795	0.608869
0.406707	0.178826	0.27301	0.0564442
0.504285	0.201478	0.434999	0.068942
0.470142	0.184541	0.29015	0.0759562
0.459107	0.14415	0.432691	0.0664613
0.223589	0.100033	0.326588	0.0847719
0.56071	0.0895789	0.283424	0.138644
0.347985	0.322631	0.0587286	0.034364
0.519274	0.165811	0.423654	0.097008
0.906376	0.158895	0.379066	0.0840544
0.470588	0.377778	0.291514	0.0455416
0.945758	0.383088	0.411146	0.0523977
0.831884	0.468482	0.430229	0.0706991
0.533746	0.0994276	0.276189	0.148917
0.218802	0.100033	0.314657	0.084772
0.394776	0.0643168	0.439569	0.390701
0.329645	0.210542	0.450213	0.0771335
0.645068	0.116955	0.380411	0.143593
0.576658	0.18351	0.270695	0.0583138
0.873097	0.1734	0.313693	0.104975
0.941912	0.199693	0.37252	0.119813
0.223589	0.100033	0.103167	0.089586
0.493462	0.0673565	0.207232	0.18275
0.18819	0.101613	0.113296	0.0485013
0.545736	0.136136	0.458379	0.168623
0.608684	0.246092	0.548844	0.0617161
0.349479	0.0818684	0.273162	0.193087
0.235679	0.123882	0.187713	0.0556804
0.778622	0.145672	0.309324	0.0957397
0.918167	0.740185	0.318244	0.073268
0.383759	0.0491766	0.365156	0.602609
0.905687	0.135595	0.339473	0.0778821
0.797755	0.127164	0.294054	0.0805798
0.347985	0.322631	0.0508665	0.034364
0.30273	0.0744695	0.220111	0.078348
1	0.902582	0.459756	0.0709879
0.675444	0.106676	0.424741	0.0974586
0.218802	0.110146	0.5126	0.072368
0.468793	0.422885	0.594363	0.066578
0.795177	0.0922225	0.378691	0.107746
0.880779	0.102423	0.301038	0.0793287
0.574725	0.111922	0.287266	0.121123
1	0.902582	0.459756	0.0709879
0.286242	0.0529717	0.231761	0.267071
0.455859	0.0684525	0.506162	0.166123
0.25991	0.0681106	0.468057	0.103095
0.866025	0.866025	0.917908	0.517219
0.41078	0.0954693	0.414803	0.163439
0.602249	0.108328	0.460612	0.193958
0.333197	0.35843	0.0794651	0.0378175
0.594022	0.31358	0.322637	0.0612965
0.945927	0.584474	0.318802	0.0527219
